date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:10:47	22627/22627	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-5863%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/about.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/about.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:47	30429/30429	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-76dd%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:47	28551/28551	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-6f87%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog-single.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/blog-single.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:47	26429/26429	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-673d%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/cart.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/cart.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:48	29843/29843	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-7493%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/casestudy.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/casestudy.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:48	19676/19676	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-4cdc%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/coming-soon.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/coming-soon.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:48	20792/20792	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-5138%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/contact.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/contact.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:49	53330/53330	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-d052%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/one-page.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/one-page.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:49	24700/24700	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-607c%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/portfolio.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/portfolio.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:49	21067/21067	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-524b%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/profile.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/profile.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:49	60135/60135	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-eae7%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/rtl.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/rtl.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:50	21253/21253	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-5305%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/services.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/services.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:50	26931/26931	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-6933%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/shop.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/shop.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:50	19710/19710	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-4cfe%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/signin.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/signin.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:51	25991/25991	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-6587%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/product-single.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/product-single.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:51	19086/19086	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-4a8e%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/split-static.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/split-static.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:51	19169/19169	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-4ae1%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/split-youtube.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/split-youtube.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:52	17754/17754	---M-Z	200	added ('OK')	text/html	etag:W/%2263b297f5-455a%22	https://prium.github.io/twbs-sparrow/v2.1.1/pages/starter.html	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/pages/starter.html	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:52	70846/70846	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-114be%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/signup.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/signup.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:52	20095/20095	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-4e7f%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/popper/popper.min.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/popper/popper.min.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:52	60554/60554	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-ec8a%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/bootstrap/bootstrap.min.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/bootstrap/bootstrap.min.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:52	6008/6008	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-1778%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/anchorjs/anchor.min.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/anchorjs/anchor.min.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:52	13181/13181	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-337d%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/is/is.min.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/is/is.min.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:53	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-11d37%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/lodash/lodash.min.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/lodash/lodash.min.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:53	1195450/1195450	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-123dba%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/fontawesome/all.min.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/fontawesome/all.min.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:53	15924/15924	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2001%20Feb%202023%2020:44:27%20GMT	https://polyfill.io/v3/polyfill.min.js?features=window.scroll	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/polyfill.io/v3/polyfill.min58be.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:54	12786/12786	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-31f2%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/imagesloaded/imagesloaded.pkgd.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/imagesloaded/imagesloaded.pkgd.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:54	156770/156770	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-26462%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/gsap/gsap.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/gsap/gsap.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:54	18448/18448	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-4810%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/gsap/customEase.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/gsap/customEase.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:55	8788/8788	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-2254%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/gsap/drawSVGPlugin.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/gsap/drawSVGPlugin.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:55	86220/86220	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-150cc%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/js/theme.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/js/theme.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/signup.html)
17:10:55	120775/120775	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-1d7c7%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/404.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/404.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/404.html)
17:10:56	205882/205882	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-3243a%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/about.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/about.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/about.html)
17:10:56	47643/47643	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-ba1b%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/about-02.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/about-02.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/about.html)
17:10:56	93329/93329	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-16c91%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/about-01.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/about-01.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/about.html)
17:10:56	13872/13872	---M-Z	200	added ('OK')	text/css	etag:W/%2263b297f5-3630%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/swiper/swiper-bundle.min.css	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/swiper/swiper-bundle.min.css	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html)
17:10:57	435183/435183	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-6a3ef%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/about-03.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/about-03.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/about.html)
17:10:57	149619/149619	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-24873%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/blog-header.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/blog-header.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html)
17:10:57	99657/99657	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-18549%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/blog-single-01.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/blog-single-01.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html)
17:10:58	203490/203490	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-31ae2%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/bicycle-03.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/bicycle-03.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html)
17:10:58	159198/159198	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-26dde%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/bicycle-04.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/bicycle-04.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html)
17:10:58	81995/81995	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-1404b%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/bicycle-05.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/bicycle-05.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html)
17:10:59	184448/184448	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-2d080%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/workout-5.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/workout-5.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html)
17:10:59	366083/366083	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-59603%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/blog-1.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/blog-1.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html)
17:10:59	25217/25217	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-6281%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/blog-3.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/blog-3.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html)
17:10:59	145646/145646	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-238ee%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/swiper/swiper-bundle.min.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/swiper/swiper-bundle.min.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html)
17:11:00	23990/23990	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-5db6%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/bigpicture/BigPicture.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/bigpicture/BigPicture.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog.html)
17:11:00	221520/221520	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-36150%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/headers/header-single-blog.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/headers/header-single-blog.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog-single.html)
17:11:01	120862/120862	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-1d81e%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/single-blog-01.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/single-blog-01.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog-single.html)
17:11:01	54405/54405	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-d485%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/single-blog-02.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/single-blog-02.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog-single.html)
17:11:01	91937/91937	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-16721%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/single-blog-03.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/single-blog-03.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog-single.html)
17:11:01	106951/106951	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-1a1c7%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/single-blog-04.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/single-blog-04.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog-single.html)
17:11:02	143374/143374	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-2300e%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/author.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/author.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog-single.html)
17:11:02	263582/263582	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-4059e%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/blog-2.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/blog-2.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/blog-single.html)
17:11:02	63887/63887	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-f98f%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/ecommerce/1.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/ecommerce/1.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/cart.html)
17:11:03	72257/72257	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-11a41%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/ecommerce/2.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/ecommerce/2.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/cart.html)
17:11:03	44034/44034	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-ac02%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/ecommerce/3.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/ecommerce/3.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/cart.html)
17:11:03	73935/73935	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-120cf%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/ecommerce/4.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/ecommerce/4.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/cart.html)
17:11:03	35445/35445	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-8a75%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/isotope-layout/isotope.pkgd.min.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/isotope-layout/isotope.pkgd.min.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/cart.html)
17:11:03	13625/13625	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b297f5-3539%22	https://prium.github.io/twbs-sparrow/v2.1.1/vendors/isotope-packery/packery-mode.pkgd.min.js	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/vendors/isotope-packery/packery-mode.pkgd.min.js	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/cart.html)
17:11:04	132571/132571	---M--	200	added ('OK')	image/jpeg	etag:%2263b297f5-205db%22	https://prium.github.io/twbs-sparrow/v2.1.1/assets/img/portfolio-01.jpg	F:/coding/web_programming/back_end/xampp/htdocs/signup%20sparrow/prium.github.io/twbs-sparrow/v2.1.1/assets/img/portfolio-01.jpg	(from https://prium.github.io/twbs-sparrow/v2.1.1/pages/casestudy.html)
